@relation '20180909_h1_bzr-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-R17-89-weka.filters.unsupervised.attribute.Remove-R2,4-14-weka.filters.unsupervised.attribute.Remove-R1,3-4-weka.filters.unsupervised.attribute.Remove-R2-230-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,1-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,86,85'

@attribute r.oa_total_d_vergnuegung_stock numeric
@attribute r.oa_total_d_sport_und_erholung_stock numeric
@attribute r.oa_total_d_public_service_stock numeric
@attribute r.oa_total_d_buero_stock numeric
@attribute r.oa_total_d_mobilitaet_stock numeric
@attribute r.oa_total_d_sonstiges_stock numeric
@attribute r.oa_total_d_gastronomie_stock numeric
@attribute r.oa_total_d_religion_stock numeric
@attribute r.oa_total_d_oeffentlicher_raum_stock numeric
@attribute r.oa_total_d_dienstleistung_stock numeric
@attribute r.oa_total_d_waren_stock numeric
@attribute r.oa_total_d_leerstand_stock numeric
@attribute r.oa_gastro_c_fast_food_stock numeric
@attribute r.oa_gastro_c_restaurant_stock numeric
@attribute r.oa_gastro_c_cafe_stock numeric
@attribute r.oa_gastro_t_restaurant_italiener_stock numeric
@attribute r.oa_gastro_t_restaurant_deutsch_stock numeric
@attribute r.oa_gastro_t_restaurant_indisch_stock numeric
@attribute r.oa_gastro_t_restaurant_asiatisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sushi_stock numeric
@attribute r.oa_gastro_t_restaurant_griechisch_stock numeric
@attribute r.oa_gastro_t_restaurant_steakhouse_stock numeric
@attribute r.oa_gastro_t_restaurant_international_stock numeric
@attribute r.oa_gastro_t_restaurant_tuerkisch_stock numeric
@attribute r.oa_gastro_t_restaurant_sonstiges_stock numeric
@attribute r.oa_gastro_t_eisdiele_stock numeric
@attribute r.oa_gastro_t_sonstige_cafes_stock numeric
@attribute r.oa_gastro_t_kaffee_stock numeric
@attribute r.oa_gastro_t_fastfood_kebap_stock numeric
@attribute r.oa_gastro_t_fastfood_burger_stock numeric
@attribute r.oa_gastro_t_fastfood_asiatisch_stock numeric
@attribute r.oa_gastro_t_fastfood_pizza_stock numeric
@attribute r.oa_gastro_t_fastfood_pommesbude_stock numeric
@attribute r.oa_gastro_t_fast_food_sonstiges_stock numeric
@attribute r.oa_dl_c_friseur_stock numeric
@attribute r.oa_dl_c_kosmetik_und_beauty_stock numeric
@attribute r.oa_dl_c_massage_stock numeric
@attribute r.oa_dl_c_reisen_stock numeric
@attribute r.oa_dl_c_waescherei_stock numeric
@attribute r.oa_dl_c_beerdigung_stock numeric
@attribute r.oa_pubserv_c_bildung_stock numeric
@attribute r.oa_pubserv_c_sicherheit_stock numeric
@attribute r.oa_pubserv_c_sonstiges_stock numeric
@attribute r.oa_pubserv_c_sozial_stock numeric
@attribute r.oa_pubserv_c_gesundheit_stock numeric
@attribute r.oa_pubserv_c_bank_stock numeric
@attribute r.oa_waren_c_essen_und_trinken_stock numeric
@attribute r.oa_waren_c_kleidung_stock numeric
@attribute r.oa_waren_c_sonstige_waren_stock numeric
@attribute r.oa_waren_c_werkstatt_stock numeric
@attribute r.oa_waren_c_medical_stock numeric
@attribute r.oa_waren_c_print_stock numeric
@attribute r.oa_waren_c_drogerie_stock numeric
@attribute r.oa_waren_c_technik_stock numeric
@attribute r.oa_waren_c_spielzeug_und_geschenke_stock numeric
@attribute r.oa_waren_c_kunst_stock numeric
@attribute r.oa_waren_c_handwerk_stock numeric
@attribute r.oa_waren_c_sonstiger_shop_stock numeric
@attribute r.oa_vergnuegung_t_kunstzentrum_stock numeric
@attribute r.oa_vergnuegung_t_gallerie_stock numeric
@attribute r.oa_vergnuegung_t_museum_stock numeric
@attribute r.oa_vergnuegung_t_zoo_stock numeric
@attribute r.oa_vergnuegung_t_spielothek_stock numeric
@attribute r.oa_vergnuegung_t_kino_stock numeric
@attribute r.oa_vergnuegung_t_biergarten_stock numeric
@attribute r.oa_vergnuegung_t_theater_stock numeric
@attribute r.oa_vergnuegung_t_nachtclub_stock numeric
@attribute r.oa_vergnuegung_t_bordell_stock numeric
@attribute r.oa_vergnuegung_t_bar_stock numeric
@attribute r.oa_vergnuegung_t_pub_stock numeric
@attribute r.oa_sport_t_schwimmen_stock numeric
@attribute r.oa_sport_t_basketball_stock numeric
@attribute r.oa_sport_t_fussball_stock numeric
@attribute r.oa_sport_t_sportzentrum_stock numeric
@attribute r.oa_sport_t_tischtennis_stock numeric
@attribute r.oa_sport_t_sauna_stock numeric
@attribute r.oa_sport_t_tennis_stock numeric
@attribute r.oa_sport_t_kampfsport_stock numeric
@attribute r.oa_sport_t_fitnesszentrum_stock numeric
@attribute r.oa_sport_t_spielplatz_stock numeric
@attribute r.oa_sport_t_wassersport_stock numeric
@attribute r.oa_sport_t_sonstige_sportarten_stock numeric
@attribute r.oa_sport_t_sonstiges_sport_stock numeric
@attribute r.oa_sport_t_sonstiges_erholung_stock numeric
@attribute r.oa_total_d_tourismus_stock numeric
@attribute r.status_klasse_prj_bi {niedrig,hoch}

@data
0.295994,0.355164,1.042218,0,1.56499,0,0.980074,1.504183,0.896272,0.362516,1.017452,5.107955,0.424251,1.306174,0.839485,0.367892,2.281155,0,1.180031,0,2.452614,0,1.761737,0,1.853086,0,2.001333,0,1.269882,0,0,0,2.719203,0,1.770506,0,0,0,0,0,0.526876,0,2.045652,4.781504,0.810648,0.928924,0.895584,0.755885,1.009113,0.784939,2.810218,1.917582,0.916259,0,1.187075,0,4.819524,0.983576,0,0,7.964744,0,0,12.550505,0,0,0,0,1.468676,0,0,0,0,0,0,0,0,0,0,1.576104,5.80112,0,0,0,1.081155,hoch
0.263833,0.316574,0.696731,0.288313,1.729732,0,0.382193,4.022235,1.512647,0.161563,0.291504,0,0.969717,0.942802,1.439118,0,2.607034,0,0,0,0,0,0,0,1.732756,3.745477,0,0,0,6.547437,0,0,0,1.073485,1.770506,0,0,0,0,0,1.053751,7.238462,0,0,0.972777,0.928924,1.492641,0.705493,1.883678,0,0,0,0,0,0,0,0,0.918005,0,0,0,0,0,0,20.708333,0,0,0,0,1.265275,0,0,0,0,2.967049,0,0,0,0,1.182078,0,0,0,0,1.284908,hoch
0.587738,1.322304,0.814854,1.445115,0.854565,0,0.790593,1.120038,0.951834,1.439654,1.479145,7.606923,2.349698,0.444205,0.387455,0.339593,0,1.470848,0,0,0,0,0,0,0.777519,0,0.923692,0,0.586099,0,2.510033,1.366409,2.510033,3.757196,0.66394,2.48652,0.563611,1.393544,0.754836,2.392689,0.501786,0,0,0,1.389682,1.769379,0.655306,1.316346,1.033726,0.804084,1.079535,0.654784,0.938607,3.560389,1.824042,0.956797,2.468537,0.906809,0,0,0,0,4.284483,0,0,0,2.318097,1.670027,1.101507,0.632637,0,0,0,1.468794,1.186819,0,0,0,0,0.630441,4.640896,1.04596,0,1.022716,0.268348,hoch
0.391424,0.939342,0.723573,2.56646,1.945377,0,0.648027,2.983707,0.641192,0.958786,0.816901,0,0.424251,1.443666,0,1.103676,2.281155,0,1.770047,0,7.357843,0,0,0,1.516162,0,0,0,1.904822,0,0,0,0,0,1.32788,0,0,2.787088,0,0,1.129019,0,2.92236,0,1.389682,0,0.790222,0.373496,1.994482,2.908891,5.207169,1.579186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53055,0,0,0,0,1.483524,0,0,5.507979,0,1.182078,0,0,0,0,0.953149,hoch
0.15657,0.563605,0.909634,1.539876,1.771535,0,0.421218,1.193483,0.886011,0.67115,0.864954,4.052869,1.305388,1.015325,0,1.358371,1.403788,0,0,0,4.527903,0,0,0,1.24403,0,0,0,3.516595,0,2.510033,0,0,0.57803,1.011718,2.273389,0,1.592622,0,0,0.478978,0,1.859684,0,1.621296,1.055595,0.95529,0.98769,1.506942,2.197828,1.967153,0.596581,0.855175,0.720869,0,0,0,0.367202,0,0,0,0,0,0,0,10.529661,0,6.680108,0,0,0,0,0,3.671986,0,12.327381,0,0,9.083333,1.182078,0,0,0,0,1.525038,hoch
0.287673,0.5753,0.860981,2.095771,1.804914,0,0.317507,1.461897,0.828236,1.4093,0.824041,9.928715,0.848502,1.03119,1.259228,0,6.843465,0,1.770047,0,0,0,0,0,0.505387,3.277293,0,0,1.904822,0,4.078804,0,0,0,1.032795,1.326144,0,0.929029,2.012897,0,0.929781,0,1.203325,0,1.335185,0.819639,1.151466,0.181412,1.453123,2.354816,0,0.767033,2.199022,0,0,2.241639,2.891714,0.708175,0,0,0,0,0,0,0,0,0,4.453405,0,1.687033,0,0,0,0,2.373639,0,0,4.406383,0,0,0,0,0,3.068148,1.050761,hoch
0.15555,0.559933,0.821553,0.509948,2.36859,0,0.547235,0,0.683343,0.857286,0.725647,0,1.397533,0.873478,0.592578,0,0,0,0.832963,0,3.462514,0,0,0,1.664805,1.542255,0,0,0,2.696004,1.919437,4.179603,3.838875,0.884046,0.590169,1.768192,1.001975,0,2.683862,4.253669,0.526876,0,3.068478,0.956301,1.459166,0.696693,0.70704,0.668362,1.115335,3.036474,2.329523,2.825911,0,0,0,0,2.663421,0.869689,18.544776,0,0,0,0,0,0,10.529661,0,0,0,0,0,0,26.551282,3.671986,0,0,0,0,0,1.576104,0,0,0,0,0.852246,hoch
0.198974,2.387494,0.945813,0,1.599072,0,0.329414,3.033436,1.096341,0.731074,0.439685,0,0,1.237428,2.518456,2.207353,4.56231,9.56051,0,0,0,0,0,0,0,0,6.004,0,0,0,0,0,0,0,1.770506,0,0,0,0,0,1.756252,16.08547,2.272947,0,0,0,0,0,1.883678,5.494571,0,0,0,0,0,0,0,3.672018,0,0,0,621.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.182078,0,1.568939,0,3.068148,1.93807,hoch
0.524766,1.679117,0.692903,0,1.128322,0,0.723986,0,1.00289,0.856937,1.352876,0,1.866704,0.742457,0,0.441471,0.912462,0,1.416038,0,2.943137,2.36378,0,0,0.606465,0,0,0,0.761929,2.291603,4.894565,0,0,2.254318,1.106566,0,0,1.393544,3.019345,0,0.878126,0,0,0,1.080864,1.548207,0.895584,1.310201,1.076387,0.523292,0.46837,0.852259,1.832519,1.544719,1.582766,2.49071,1.606508,0.655718,0,0,0,0,2.856322,0,0,0,0,0,0,2.108792,0,4.175403,0,0,0.370881,0,0,0,3.40625,1.625357,0,1.961174,0,0,0.745411,hoch
0.617505,0.493964,0.717513,0.539842,0.975115,0,0.647468,0.627607,1.269018,1.41173,0.828831,4.2625,1.518372,0.781533,0.795302,0.464706,1.440729,2.012739,1.490566,0,1.54902,1.244094,0,0,0.531987,1.379913,0,1.350427,0.401015,0,3.434783,2.804734,5.152174,1.186483,0.822021,2.273389,0.322063,1.194466,0,4.101752,0.558808,0,0,2.318305,1.473905,0.985222,1.11402,0.774321,1.240471,1.005104,1.079535,0.982176,0.469304,1.582395,0.608014,0,2.468537,0.705296,2.472637,0,1.592949,0,0,0,0,2.80791,1.236318,0.890681,1.174941,0.843517,0,0,0,2.203191,1.780229,0,0,0,5.45,0.945662,0,0,0,0.767037,2.305634,hoch
0,1.89421,0.104222,0,0.459064,0,0.245018,0,2.233334,0,0.242251,0,0,1.649904,0,2.943137,0,0,0,0,0,0,0,0,2.695398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634378,0,0,0,0,0,1.612052,0,1.69531,3.296743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.967049,0,0,0,0,0.591039,2.17542,0,0,0.958796,4.084361,hoch
0.442164,1.149534,1.089826,0.161064,0.997472,0,0.73203,0,1.437645,0.992817,0.669479,3.815201,0.565668,1.099936,1.678971,0.735784,3.04154,1.593418,0.590016,2.253754,2.452614,1.969816,0,0,0.842312,3.277293,0,2.138177,0.634941,0,1.359601,1.480276,2.719203,0,0.965731,1.446702,0,2.026973,1.097944,0,0.75268,5.17033,1.46118,0.683072,1.273875,0.663517,1.161839,0.514819,1.14548,2.227529,0.797494,1.451143,1.040078,0,0,4.240939,0,0.446597,6.181592,0,0,0,0,0,6.902778,0,0,2.226703,0,1.265275,0,0,0,0,0.456469,0,0,0,0,1.818581,0,0,0,1.180057,0.717804,hoch
0.622042,1.377952,1.010889,0.209157,0.880409,0,0.911004,0.729484,1.026094,1.406476,1.198339,0,1.106742,0.860819,1.532973,0.959719,1.983613,2.494046,0.923503,0,1.279625,0,0.919167,0,0.527361,2.84982,0.522087,1.11557,0.662547,0.996349,3.546786,1.544636,0,0.816782,1.032795,1.326144,0.751481,0.929029,0.503224,1.595126,0.526876,1.809615,1.022826,0,1.459166,1.27727,1.158992,0.746992,0.831034,0.64642,2.02501,0.526395,1.13185,2.544243,0,0,0.992255,0.891004,0,0,1.838018,0,0,2.89627,9.557692,0,0,0,0,1.557261,0,0,0,0.917996,0,0,0,0.917996,0,0.492532,10.877101,0.653725,0,0.319599,0.932138,hoch
0.190254,1.483861,1.155575,0.207907,1.991715,0,0.629955,2.900496,0.849969,0.349518,0.467129,0,0.212125,1.340547,1.259228,1.103676,0,0,0.885024,0,3.678922,0,2.642606,0,2.021549,1.638646,1.501,0,0,0,0,0,0,0.46965,1.770506,0,0,0,0,0,1.488997,12.588629,0,0,0.563929,0.40388,1.343377,0.634944,1.69531,1.648371,0,1.342308,1.924144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53055,0,0,0,3.389525,0,0,0,0,0,0.90929,6.693601,0,0,0.590028,1.389851,hoch
0.20121,0.160955,1.487796,0.293172,1.687962,0,0.471913,1.022506,0.968829,0.657146,0.576366,0,0.998238,1.164638,0,2.596886,1.073485,0,0.832963,3.18177,0,0,0,0,0.951317,0,0,0,1.792774,0,0,4.179603,0,0.442023,1.106566,0.994608,1.127222,1.393544,0,0,1.254466,0,0.48706,0,0.694841,1.327034,1.304995,0.181412,0.242187,1.883853,1.686131,0.767033,1.099511,0.926832,2.84898,0,0,1.180292,0,0,0,0,0,0,13.805556,0,0,4.453405,0,0.843517,0,0,0,0,0,0,0,0,0,1.182078,0,7.844697,0,0,2.449807,hoch
0.404693,1.262539,1.196961,0,1.797352,0,1.13899,0,0.879886,0.594772,0.516692,0,1.197885,0.970532,0.592578,1.038754,0.536742,2.249532,0.416482,0,0,1.390459,0,2.153515,1.189146,0.771128,0.706353,0,0.896387,0,0.959719,0,1.919437,1.768092,0.885253,0,1.502963,0,4.025794,0,1.034934,5.17033,0.73059,0,0.926455,0.995276,1.55005,0,1.304085,1.267978,0,1.032544,0,1.247658,0,0,7.785385,0.317771,0,0,0,0,0,0,16.566667,0,0,0,0,1.51833,6.372308,0,0,0,0.456469,5.68956,0,3.389525,0,1.273007,0,1.206876,0,0,0.49273,hoch
0.319779,1.79062,0.619282,3.494511,1.375142,0,0.617651,6.500219,0.857178,1.436039,0.91601,0,0.969717,1.178503,0,1.892017,3.910551,0,0,0,0,0,3.020121,0,0.866378,0,0,0,0,0,2.330745,0,4.661491,1.073485,0.965731,2.170053,0,1.013487,0,3.480274,1.197445,0,0,0,1.179124,0.844476,0.997937,0.181412,1.210936,2.354816,0.843065,0,0,0,0,0,5.783429,1.888466,0,0,0,0,0,0,0,0,0,4.453405,0,1.687033,0,0,22.758242,1.573708,1.271592,0,0,0,0,0.844341,0,1.120671,0,1.095767,0.259563,hoch
