fromAreaName,fromAreaCentroidLat,fromAreaCentroidLon,toAreaName,toAreaCentroidLat,toAreaCentroidLon,distance,dist_weighted
0201,52.50236,13.39747,0403,52.513675,13.31129,5.966721920108842,0.0
0201,52.50236,13.39747,0404,52.48362,13.288505,7.665797971081172,0.0
0201,52.50236,13.39747,0405,52.48926,13.316955,5.641958277013866,0.0
0201,52.50236,13.39747,0406,52.485855,13.229945,11.489014175088762,0.0
0201,52.50236,13.39747,0501,52.56154,13.187695,15.641214059500207,0.0
0201,52.50236,13.39747,0502,52.524285,13.17004,15.582231831170567,0.0
0201,52.50236,13.39747,0503,52.54521,13.2452,11.350267095690027,0.0
0201,52.50236,13.39747,0504,52.470615,13.1505,17.09130681515836,0.0
0201,52.50236,13.39747,0601,52.455195,13.33326,6.8128363520589055,0.0
0201,52.50236,13.39747,0602,52.42235,13.33376,9.88846698297353,0.0
0201,52.50236,13.39747,0603,52.43167,13.276485,11.355872169275699,0.0
0201,52.50236,13.39747,0604,52.42953,13.199145,15.687210754692906,0.0
0201,52.50236,13.39747,0701,52.496345,13.356705,2.839370943657601,0.0
0201,52.50236,13.39747,0702,52.482685,13.35553,3.5845189348489854,0.0
0201,52.50236,13.39747,0703,52.467845,13.34195,5.372445168540325,0.0
0201,52.50236,13.39747,0704,52.46499,13.391135,4.1774389896003905,0.0
0201,52.50236,13.39747,0705,52.43506,13.38959,7.502431656394568,0.0
0201,52.50236,13.39747,0706,52.40867,13.36953,10.588478347545388,0.0
0201,52.50236,13.39747,0707,52.397135,13.403635,11.707942900753471,0.0
0201,52.50236,13.39747,0801,52.47731,13.442305,4.119917493570088,0.0
0201,52.50236,13.39747,0802,52.43766,13.43909,7.726976456717388,0.0
0201,52.50236,13.39747,0803,52.42814,13.465255,9.444430295618835,0.0
0201,52.50236,13.39747,0804,52.420225,13.4878,10.993864640321341,0.0
0201,52.50236,13.39747,0901,52.462155,13.48516,7.432954643337859,0.0
0201,52.50236,13.39747,0902,52.45407,13.5341,10.698355762955103,0.0
0201,52.50236,13.39747,0903,52.38331,13.612855,19.706778765628417,0.0
0201,52.50236,13.39747,0904,52.41499,13.65442,19.93681171588154,0.0
0201,52.50236,13.39747,0905,52.44875,13.65179,18.227134882030985,0.0
0201,52.50236,13.39747,1001,52.54207,13.55233,11.369787484134543,0.0
0201,52.50236,13.39747,1002,52.531315,13.605685,14.452116639336937,0.0
0201,52.50236,13.39747,1003,52.504185,13.559675,10.980903909509223,0.0
0201,52.50236,13.39747,1004,52.500525,13.61078,14.440168767971445,0.0
0201,52.50236,13.39747,1101,52.575885,13.523585,11.814778844700358,0.0
0201,52.50236,13.39747,1102,52.548635,13.49964,8.616977823966176,0.0
0201,52.50236,13.39747,1103,52.521755,13.48782,6.483419156047171,0.0
0201,52.50236,13.39747,1104,52.50277,13.505785,7.331683712043333,0.0
0201,52.50236,13.39747,1105,52.4853,13.510585,7.889418911287997,0.0
0201,52.50236,13.39747,1210,52.574125,13.35884,8.396709094119595,0.0
0201,52.50236,13.39747,1221,52.58747,13.27701,12.486657610443723,0.0
0201,52.50236,13.39747,1222,52.59791,13.237615,15.156044261817295,0.0
0201,52.50236,13.39747,1223,52.63074,13.299445,15.737757253077058,0.0
0201,52.50236,13.39747,1230,52.601545,13.328725,11.968256395616974,0.0
0202,52.493465,13.39681,0101,52.51957,13.37972,3.1247091672196703,0.0
0202,52.493465,13.39681,0102,52.52735,13.342625,5.2576940226553,0.0
0202,52.493465,13.39681,0103,52.55044,13.380705,6.428350787016533,0.0
0202,52.493465,13.39681,0104,52.55159,13.342845,7.423167576572564,0.0
0202,52.493465,13.39681,0201,52.50236,13.39747,0.990087454040638,0.4539428831729204
0202,52.493465,13.39681,0202,52.493465,13.39681,0.0,1.0
0202,52.493465,13.39681,0203,52.49909,13.433605,2.5682361177221025,0.0401984131689376
0202,52.493465,13.39681,0204,52.51608,13.436655,3.687363220267771,0.0
0202,52.493465,13.39681,0205,52.506925,13.468305,5.065707938061872,0.0
0202,52.493465,13.39681,0301,52.641695,13.47482,17.305176275946987,0.0
0202,52.493465,13.39681,0302,52.61119,13.408325,13.113553459942178,0.0
0202,52.493465,13.39681,0303,52.591265,13.466195,11.843969326879572,0.0
0202,52.493465,13.39681,0304,52.57928,13.39188,9.548016716075349,0.0
0202,52.493465,13.39681,0305,52.55295,13.46232,7.96205111473687,0.0
0202,52.493465,13.39681,0306,52.539255,13.43448,5.694017584252221,0.0
0202,52.493465,13.39681,0307,52.534865,13.423235,4.9385688392651605,0.0
0202,52.493465,13.39681,0401,52.53923,13.29955,8.319156912335492,0.0
0202,52.493465,13.39681,0402,52.509625,13.247195,10.285438592730351,0.0
0202,52.493465,13.39681,0403,52.513675,13.31129,6.209397956197689,0.0
0202,52.493465,13.39681,0404,52.48362,13.288505,7.414463450255893,0.0
0202,52.493465,13.39681,0405,52.48926,13.316955,5.426722015552897,0.0
0202,52.493465,13.39681,0406,52.485855,13.229945,11.329587722918571,0.0
0202,52.493465,13.39681,0501,52.56154,13.187695,16.044272768803793,0.0
0202,52.493465,13.39681,0502,52.524285,13.17004,15.725195556657226,0.0
0202,52.493465,13.39681,0503,52.54521,13.2452,11.761610042511345,0.0
0202,52.493465,13.39681,0504,52.470615,13.1505,16.872224800313408,0.0
0202,52.493465,13.39681,0601,52.455195,13.33326,6.052731210563552,0.0
0202,52.493465,13.39681,0602,52.42235,13.33376,8.987806021306609,0.0
0202,52.493465,13.39681,0603,52.43167,13.276485,10.661502602403038,0.0
0202,52.493465,13.39681,0604,52.42953,13.199145,15.161924645743078,0.0
0202,52.493465,13.39681,0701,52.496345,13.356705,2.733890374178575,0.013625559315450203
0202,52.493465,13.39681,0702,52.482685,13.35553,3.0412399352832455,0.0
0202,52.493465,13.39681,0703,52.467845,13.34195,4.681692291891345,0.0
0202,52.493465,13.39681,0704,52.46499,13.391135,3.189515556505692,0.0
0202,52.493465,13.39681,0705,52.43506,13.38959,6.512733191136082,0.0
0202,52.493465,13.39681,0706,52.40867,13.36953,9.60829603156675,0.0
0202,52.493465,13.39681,0707,52.397135,13.403635,10.721390480662304,0.0
0202,52.493465,13.39681,0801,52.47731,13.442305,3.5661171934599847,0.0
0202,52.493465,13.39681,0802,52.43766,13.43909,6.8343758126200465,0.0
0202,52.493465,13.39681,0803,52.42814,13.465255,8.617831020242681,0.0
0202,52.493465,13.39681,0804,52.420225,13.4878,10.214393160615035,0.0
0202,52.493465,13.39681,0901,52.462155,13.48516,6.922687589405586,0.0
0202,52.493465,13.39681,0902,52.45407,13.5341,10.279001112990912,0.0
0202,52.493465,13.39681,0903,52.38331,13.612855,19.09189648725474,0.0
0202,52.493465,13.39681,0904,52.41499,13.65442,19.515568091770536,0.0
0202,52.493465,13.39681,0905,52.44875,13.65179,17.972669854426243,0.0
0202,52.493465,13.39681,1001,52.54207,13.55233,11.829839439804383,0.0
0202,52.493465,13.39681,1002,52.531315,13.605685,14.748279132243935,0.0
0202,52.493465,13.39681,1003,52.504185,13.559675,11.089069786694465,0.0
0202,52.493465,13.39681,1004,52.500525,13.61078,14.50612461417973,0.0
0202,52.493465,13.39681,1101,52.575885,13.523585,12.55062623648058,0.0
0202,52.493465,13.39681,1102,52.548635,13.49964,9.275684125398039,0.0
0202,52.493465,13.39681,1103,52.521755,13.48782,6.91628418909493,0.0
0202,52.493465,13.39681,1104,52.50277,13.505785,7.44916797982716,0.0
0202,52.493465,13.39681,1105,52.4853,13.510585,7.756740560802174,0.0
0202,52.493465,13.39681,1210,52.574125,13.35884,9.329447719339889,0.0
0202,52.493465,13.39681,1221,52.58747,13.27701,13.22512622679789,0.0
